"Property Name",,"es","Node Path","Description"
"Caption","Message Template Must Be Less Than Operand","Mensaje de plantilla debe ser menos de un operador sobre","BOModel\DevExpress.Persistent.Validation.RuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOperand",
"Caption","Message Template Must Be Less Than Or Equal To Operand","Plantilla de mensaje debe ser menor o igual que el de","BOModel\DevExpress.Persistent.Validation.RuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOrEqualToOperand",
"Caption","Message Template Must Not Be Equal To Operand","Plantilla de mensaje no debe ser igual que el de","BOModel\DevExpress.Persistent.Validation.RuleValueComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqualToOperand",
"Caption","Right Operand Expression","Expresión del operando derecho","BOModel\DevExpress.Persistent.Validation.RuleValueComparisonProperties\OwnMembers\RightOperandExpression",
"Value","Aggregate","Aggregate","Localization\Enums\DevExpress.Data.Filtering.Aggregate",
"Value","Avg","Promedio","Localization\Enums\DevExpress.Data.Filtering.Aggregate\Avg",
"Value","Count","Cantidad","Localization\Enums\DevExpress.Data.Filtering.Aggregate\Count",
"Value","Exists","Existe","Localization\Enums\DevExpress.Data.Filtering.Aggregate\Exists",
"Value","Max","Max","Localization\Enums\DevExpress.Data.Filtering.Aggregate\Max",
"Value","Min","Min","Localization\Enums\DevExpress.Data.Filtering.Aggregate\Min",
"Value","Sum","Suma","Localization\Enums\DevExpress.Data.Filtering.Aggregate\Sum",
"Value","Is Valid","Is Valid","Localization\Enums\DevExpress.ExpressApp.Validation.AllContextsView.IsValid",
"Value","Invalid","No válido","Localization\Enums\DevExpress.ExpressApp.Validation.AllContextsView.IsValid\Invalid",
"Value","Valid","Válido","Localization\Enums\DevExpress.ExpressApp.Validation.AllContextsView.IsValid\Valid",
"Value","String Comparison Type","String Comparison Type","Localization\Enums\DevExpress.Persistent.Validation.StringComparisonType",
"Value","Contains","Contiene","Localization\Enums\DevExpress.Persistent.Validation.StringComparisonType\Contains",
"Value","Ends with","Termina con","Localization\Enums\DevExpress.Persistent.Validation.StringComparisonType\EndsWith",
"Value","Equals","Es igual a","Localization\Enums\DevExpress.Persistent.Validation.StringComparisonType\Equals",
"Value","Not equals","No es igual","Localization\Enums\DevExpress.Persistent.Validation.StringComparisonType\NotEquals",
"Value","Starts with","Comienza con","Localization\Enums\DevExpress.Persistent.Validation.StringComparisonType\StartsWith",
"Value","Validation State","Validation State","Localization\Enums\DevExpress.Persistent.Validation.ValidationState",
"Value","Invalid","No válido","Localization\Enums\DevExpress.Persistent.Validation.ValidationState\Invalid",
"Value","Skipped","Saltado","Localization\Enums\DevExpress.Persistent.Validation.ValidationState\Skipped",
"Value","Valid","Válido","Localization\Enums\DevExpress.Persistent.Validation.ValidationState\Valid",
"Value","Value Comparison Type","Value Comparison Type","Localization\Enums\DevExpress.Persistent.Validation.ValueComparisonType",
"Value","Equals","Es igual a","Localization\Enums\DevExpress.Persistent.Validation.ValueComparisonType\Equals",
"Value","Greater than","Mayor que","Localization\Enums\DevExpress.Persistent.Validation.ValueComparisonType\GreaterThan",
"Value","Greater than or equal","Mayor o igual","Localization\Enums\DevExpress.Persistent.Validation.ValueComparisonType\GreaterThanOrEqual",
"Value","Less than","Menos de","Localization\Enums\DevExpress.Persistent.Validation.ValueComparisonType\LessThan",
"Value","Less than or equal","Menor o igual","Localization\Enums\DevExpress.Persistent.Validation.ValueComparisonType\LessThanOrEqual",
"Value","Not equals","No es igual","Localization\Enums\DevExpress.Persistent.Validation.ValueComparisonType\NotEquals",
"Value","Persistent Criteria Evaluation Behavior","Persistent Criteria Evaluation Behavior","Localization\Enums\DevExpress.Xpo.PersistentCriteriaEvaluationBehavior",
"Value","Before transaction","Antes de la transacción","Localization\Enums\DevExpress.Xpo.PersistentCriteriaEvaluationBehavior\BeforeTransaction",
"Value","In transaction","En la transacción","Localization\Enums\DevExpress.Xpo.PersistentCriteriaEvaluationBehavior\InTransaction",
"Value","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Los problemas fueron detectados durante la validación de datos. Por favor, lea la siguiente información para entender cuáles son los problemas y cómo se pueden corregir.","Localization\Exceptions\UserVisibleExceptions\Validation\ActionErrorMessageHeaderFormat",
"Value","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Los problemas fueron detectados durante la validación de datos. Por favor, lea la siguiente información para entender cuáles son los problemas y cómo se pueden corregir.","Localization\Exceptions\UserVisibleExceptions\Validation\AllContextsErrorMessageHeader",
"Value","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Los problemas fueron detectados durante la validación de datos. Por favor, lea la siguiente información para entender cuáles son los problemas y cómo se pueden corregir.","Localization\Exceptions\UserVisibleExceptions\Validation\DeleteErrorMessageHeader",
"Value","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Los problemas fueron detectados durante la validación de datos. Por favor, lea la siguiente información para entender cuáles son los problemas y cómo se pueden corregir.","Localization\Exceptions\UserVisibleExceptions\Validation\SaveErrorMessageHeader",
"Value","No problems were detected.","No se detectaron problemas.","Localization\Exceptions\UserVisibleExceptions\Validation\ValidationSucceededMessageHeader",
"Caption",,"Aceptar","Validation\Contexts\Accept",
"Caption",,"Eliminar","Validation\Contexts\Delete",
"Caption",,"Guardar","Validation\Contexts\Save",
"MessageTemplateSkipNullOrEmptyValues","The ""{Id}"" rule was not checked because the target properties are not specified.","La ""{Id}"" regla no se comprobó ya que las propiedades de destino no se especifican.","Validation\ErrorMessageTemplates\RuleBase",
"MessageTemplateTargetDoesNotSatisfyTargetCriteria","The ""{Id}"" rule was not checked because the target object does not satisfy rule's target criteria.","La ""{Id}"" regla no se comprobó porque el objeto de destino no responde a criterios de la regla de destino.","Validation\ErrorMessageTemplates\RuleBase",
"MessageTemplateTargetDoesNotSatisfyCollectionCriteria","The ""{Id}"" rule was not checked because the target is not an element of the ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" collection.","La ""{Id}"" regla no se comprobó porque el objetivo no es un elemento de la ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" colección.","Validation\ErrorMessageTemplates\RuleCollectionProperty",
"MessageTemplateCollectionValidationMessageSuffix","(For the ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" collection elements).","(Para el ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" elementos de la colección).","Validation\ErrorMessageTemplates\RuleCollectionProperty",
"MessageTemplateCombinationOfPropertiesMustBeUnique","Combination of the following properties must be unique: {FormattedTargetProperties}.","La combinación de las siguientes propiedades deben ser únicos: {FormattedTargetProperties}.","Validation\ErrorMessageTemplates\RuleCombinationOfPropertiesIsUnique",
"MessageTemplateFoundObjects","The following objects are found: ","Los objetos se encuentran los siguientes:","Validation\ErrorMessageTemplates\RuleCombinationOfPropertiesIsUnique",
"MessageTemplateMustSatisfyCriteria","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","La ""{TargetObject}"" objeto debe cumplir los siguientes criterios: ""{Criteria}"".","Validation\ErrorMessageTemplates\RuleCriteria",
"MessageTemplateMustBeTrue","""{TargetPropertyName}"" must be set to true.","""{TargetPropertyName}"" se debe establecer en true.","Validation\ErrorMessageTemplates\RuleFromBoolProperty",
"MessageTemplateMustBeReferenced","The ""{TargetObject}"" object must be referenced.","La ""{TargetObject}"" objeto debe hacer referencia.","Validation\ErrorMessageTemplates\RuleIsReferenced",
"MessageTemplateFoundObjects","The following objects are found: ","Los objetos se encuentran los siguientes:","Validation\ErrorMessageTemplates\RuleIsReferenced",
"MessageTemplateMustExist","The objects that satisfy the ""{Criteria}"" criteria must exist.","Los objetos que satisfacen las ""{Criteria}"" criterios debe existir.","Validation\ErrorMessageTemplates\RuleObjectExists",
"MessageTemplateFoundObjects","The following objects are found: ","Los objetos se encuentran los siguientes:","Validation\ErrorMessageTemplates\RuleObjectExists",
"MessageTemplateMustBeInRange","""{TargetPropertyName}"" must be within the ""{MinimumValue}"" and ""{MaximumValue}"" range, boundaries are included.","""{TargetPropertyName}"" debe estar dentro del ""{MinimumValue}"" y ""{MaximumValue}"" rango, los límites están incluidos.","Validation\ErrorMessageTemplates\RuleRange",
"MessageTemplateMustMatchPattern","""{TargetPropertyName}"" must match the following pattern: ""{Pattern}"".","""{TargetPropertyName}"" debe coincidir con la siguiente distribución: ""{Pattern}"".","Validation\ErrorMessageTemplates\RuleRegularExpression",
"MessageTemplateMustNotBeEmpty","""{TargetPropertyName}"" must not be empty.","""{TargetPropertyName}"" no debe estar vacío.","Validation\ErrorMessageTemplates\RuleRequiredField",
"MessageTemplateFoundObjects","The following objects are found: ","Los objetos se encuentran los siguientes:","Validation\ErrorMessageTemplates\RuleSearchObject",
"MessageTemplateMustContain","""{TargetPropertyName}"" must contain ""{OperandValue}"".","""{TargetPropertyName}"" debe contener ""{OperandValue}"".","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeginWith","""{TargetPropertyName}"" must begin with ""{OperandValue}"".","""{TargetPropertyName}"" debe comenzar con ""{OperandValue}"".","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustEndWith","""{TargetPropertyName}"" must end with ""{OperandValue}"".","""{TargetPropertyName}"" debe terminar con ""{OperandValue}"".","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeEqual","""{TargetPropertyName}"" must be equal to ""{OperandValue}"".","""{TargetPropertyName}"" debe ser igual a ""{OperandValue}"".","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustNotBeEqual","""{TargetPropertyName}"" must not be equal to ""{OperandValue}"".","""{TargetPropertyName}"" no debe ser igual a ""{OperandValue}"".","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeUnique","There is an object with the same value specified for ""{TargetPropertyName}"". ""{TargetPropertyName}"" values must be unique.","No es un objeto con el mismo valor especificado para ""{TargetPropertyName}"". ""{TargetPropertyName}"" valores deben ser únicos.","Validation\ErrorMessageTemplates\RuleUniqueValue",
"MessageTemplateMustBeEqualToOperand","""{TargetPropertyName}"" must be equal to ""{RightOperand}"".","""{TargetPropertyName}"" debe ser igual a ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeGreaterThanOperand","""{TargetPropertyName}"" must be greater than ""{RightOperand}"".","""{TargetPropertyName}"" debe ser mayor que ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeGreaterThanOrEqualToOperand","""{TargetPropertyName}"" must be greater than or equal to ""{RightOperand}"".","""{TargetPropertyName}"" debe ser mayor o igual a ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeLessThanOperand","""{TargetPropertyName}"" must be less than ""{RightOperand}"".","""{TargetPropertyName}"" debe ser inferior a ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeLessThanOrEqualToOperand","""{TargetPropertyName}"" must be less than or equal to ""{RightOperand}"".","""{TargetPropertyName}"" debe ser menor o igual a ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustNotBeEqualToOperand","""{TargetPropertyName}"" must not be equal to ""{RightOperand}"".","""{TargetPropertyName}"" no debe ser igual a ""{RightOperand}"".","Validation\ErrorMessageTemplates\RuleValueComparison",
"Caption","Rule Details","Detalles de la regla","Views\DisplayableValidationResultItem_DetailView\Items\RuleProperties",
"Caption","Displayable Validation Result Item","Validación del artículo visualizables Resultados","Views\DisplayableValidationResultItem_DetailView\Layout\Main\SimpleEditors\DisplayableValidationResultItem",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleBaseProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleCollectionPropertyProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","IRule Propiedades de la búsqueda de objetos","Views\IRuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleCriteriaProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleFromBoolPropertyProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","IRule Propiedades de la búsqueda de objetos","Views\IRuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","IRule Propiedades de la búsqueda de objetos","Views\IRuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRulePropertyValueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Range Properties","IRule Propiedades Gama","Views\IRuleRangeProperties_DetailView\Layout\Main\SimpleEditors\IRuleRangeProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleRangeProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleRegularExpressionProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleRequiredFieldProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","IRule Propiedades de la búsqueda de objetos","Views\IRuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule String Comparison Properties","IRule propiedades de comparación de cadenas","Views\IRuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleStringComparisonProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleSupportsCollectionAggregatesProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Value Comparison Properties","IRule Propiedades Valor Comparación","Views\IRuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleValueComparisonProperties",
"Caption","IRule Base Properties","IRule Propiedades Base","Views\IRuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleBaseProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Propiedades de la regla de la búsqueda de objetos","Views\RuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleCriteriaProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleFromBoolPropertyProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Propiedades de la regla de la búsqueda de objetos","Views\RuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Propiedades de la regla de la búsqueda de objetos","Views\RuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RulePropertyValueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Range Properties","Propiedades de la regla rango","Views\RuleRangeProperties_DetailView\Layout\Main\SimpleEditors\RuleRangeProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleRangeProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleRegularExpressionProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleRequiredFieldProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Propiedades de la regla de la búsqueda de objetos","Views\RuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Validation Error","Error de Validación","Views\RuleSetValidationResult_ByTarget_Error_DetailView",
"Text","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Los problemas fueron detectados durante la validación de datos. Por favor, lea la siguiente información para entender cuáles son los problemas y cómo se pueden corregir.","Views\RuleSetValidationResult_ByTarget_Error_DetailView\Items\ValidationResultsText",
"Caption","Context","Contexto","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ContextCaption",
"Caption","ContextId","ContextID","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ContextId",
"Caption","Description","Descripción","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ErrorMessage",
"Caption","Rule Set Validation Result Item","Conjunto de reglas del artículo validación de resultados","Views\RuleSetValidationResultItem_DetailView\Layout\Main\SimpleEditors\RuleSetValidationResultItem",
"Caption","Rule Set Validation Result Item","Conjunto de reglas del artículo validación de resultados","Views\RuleSetValidationResultItemAggregate_DetailView\Layout\Main\SimpleEditors\RuleSetValidationResultItem",
"Caption","Rule String Comparison Properties","Propiedades de la regla de comparación de cadenas","Views\RuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleStringComparisonProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","Propiedades de la regla de la búsqueda de objetos","Views\RuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Value Comparison Properties","Propiedades de la regla del valor Comparación","Views\RuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleValueComparisonProperties",
"Caption","Rule Base Properties","Propiedades de la regla de base","Views\RuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Text","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","Los problemas fueron detectados durante la validación de datos. Por favor, lea la siguiente información para entender cuáles son los problemas y cómo se pueden corregir.","Views\ValidationResults_Error_DetailView\Items\ValidationResultsText",
"Text","No problems were detected.","No se detectaron problemas.","Views\ValidationResults_Passed_DetailView\Items\ValidationResultsText",
"Value","Validation error","Error de Validación","Localization\Messages\ValidationErrorMessage",
"Value","Clear settings","Clear settings","Localization\ChartModule\ClearSettings",
"Value","Invoke Wizard","Invoke Wizard","Localization\ChartModule\InvokeWizard",
"Caption","Clone...","Clon ...","ActionDesign\Actions\CloneObject",
"ToolTip","Clone object","Clonar objetos","ActionDesign\Actions\CloneObject",
"Caption","MarkCompleted","MarkCompleted","ActionDesign\Actions\Task.MarkCompleted",
"Caption","Base Audited Object Weak Reference","Base Audited Object Weak Reference","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference",
"Caption","Display Name","Display Name","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\DisplayName",
"Caption","Guid Id","Guid Id","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\GuidId",
"Caption","Int Id","Int Id","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\IntId",
"Caption","Address","Address","BOModel\DevExpress.Persistent.BaseImpl.Address",
"Caption","Street","Street","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\Street",
"Caption","City","City","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\City",
"Caption","State Province","State Province","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\StateProvince",
"Caption","Zip Postal","Zip Postal","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\ZipPostal",
"Caption","Country","Country","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\Country",
"Caption","Full Address","Full Address","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\FullAddress",
"Caption","Analysis","Análisis","BOModel\DevExpress.Persistent.BaseImpl.Analysis",
"Caption","Name","Nombre","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Name",
"Caption","Criteria","Criterios","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Criteria",
"Caption","Self","Auto","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Self",
"Caption","Data Type","Tipo de datos","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\DataType",
"Caption","Audit Data Item Persistent","Audit Data Item Persistent","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent",
"Caption","User Name","User Name","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\UserName",
"Caption","Modified On","Modified On","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\ModifiedOn",
"Caption","Operation Type","Operation Type","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\OperationType",
"Caption","Description","Description","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\Description",
"Caption","Old Value","Old Value","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\OldValue",
"Caption","New Value","New Value","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\NewValue",
"Caption","Property Name","Property Name","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\PropertyName",
"Caption","Audited Object Weak Reference","Audited Object Weak Reference","BOModel\DevExpress.Persistent.BaseImpl.AuditedObjectWeakReference",
"Caption","Audit Data Items","Audit Data Items","BOModel\DevExpress.Persistent.BaseImpl.AuditedObjectWeakReference\OwnMembers\AuditDataItems",
"Caption","Base Object","Objecto base","BOModel\DevExpress.Persistent.BaseImpl.BaseObject",
"Caption","User","User","BOModel\DevExpress.Persistent.BaseImpl.BasicUser",
"Caption","User Name","User Name","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\UserName",
"Caption","Full Name","Full Name","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\FullName",
"Caption","Is Active","Is Active","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\IsActive",
"Caption","Is Administrator","Is Administrator","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\IsAdministrator",
"Caption","Change Password On First Logon","Change Password On First Logon","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","Country","Country","BOModel\DevExpress.Persistent.BaseImpl.Country",
"Caption","Name","Name","BOModel\DevExpress.Persistent.BaseImpl.Country\OwnMembers\Name",
"Caption","Phone Code","Phone Code","BOModel\DevExpress.Persistent.BaseImpl.Country\OwnMembers\PhoneCode",
"Caption","Scheduler Event","Scheduler Event","BOModel\DevExpress.Persistent.BaseImpl.Event",
"Caption","Subject","Subject","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Subject",
"Caption","Description","Description","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Description",
"Caption","Start Date/Time","Start Date/Time","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\StartOn",
"Caption","End Date/Time","End Date/Time","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\EndOn",
"Caption","All Day","All Day","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\AllDay",
"Caption","Location","Location","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Location",
"Caption","Label","Label","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Label",
"Caption","Status","Status","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Status",
"Caption","Resources","Resources","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Resources",
"Caption","Recurrence Info Xml","Recurrence Info Xml","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\RecurrenceInfoXml",
"Caption","Recurrence Pattern","Recurrence Pattern","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\RecurrencePattern",
"Caption","File Attachment Base","Archivo Base de datos adjuntos","BOModel\DevExpress.Persistent.BaseImpl.FileAttachmentBase",
"Caption","File","Archivo","BOModel\DevExpress.Persistent.BaseImpl.FileAttachmentBase\OwnMembers\File",
"Caption","File Data","Archivo de datos","BOModel\DevExpress.Persistent.BaseImpl.FileData",
"Caption","Size","Tamaño","BOModel\DevExpress.Persistent.BaseImpl.FileData\OwnMembers\Size",
"Caption","File Name","Nombre del archivo","BOModel\DevExpress.Persistent.BaseImpl.FileData\OwnMembers\FileName",
"Caption","HCategory","HCategory","BOModel\DevExpress.Persistent.BaseImpl.HCategory",
"Caption","Children","Children","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Children",
"Caption","Parent","Parent","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Parent",
"Caption","Name","Name","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Name",
"Caption","Note","Note","BOModel\DevExpress.Persistent.BaseImpl.Note",
"Caption","Author","Author","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\Author",
"Caption","Date Time","Date Time","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\DateTime",
"Caption","Text","Text","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\Text",
"Caption","Oid Generator","Oid Generator","BOModel\DevExpress.Persistent.BaseImpl.OidGenerator",
"Caption","Organization","Organization","BOModel\DevExpress.Persistent.BaseImpl.Organization",
"Caption","Full Name","Full Name","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\FullName",
"Caption","Profile","Profile","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Profile",
"Caption","Email","Email","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Email",
"Caption","Web Site","Web Site","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\WebSite",
