"Property Name",,"ja","Node Path","Description"
"Value","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","データ検証の際に問題が検出されました。問題の詳細と修正方法については、下記情報を参照してください。","Localization\Exceptions\UserVisibleExceptions\Validation\DeleteErrorMessageHeader",
"Value","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","データ検証の際に問題が検出されました。問題の詳細と修正方法については、下記情報を参照してください。","Localization\Exceptions\UserVisibleExceptions\Validation\SaveErrorMessageHeader",
"Value","No problems were detected.","問題は検出されませんでした。","Localization\Exceptions\UserVisibleExceptions\Validation\ValidationSucceededMessageHeader",
"Caption",,"承諾","Validation\Contexts\Accept",
"Caption",,"削除","Validation\Contexts\Delete",
"Caption",,"保存","Validation\Contexts\Save",
"MessageTemplateSkipNullOrEmptyValues","The ""{Id}"" rule was not checked because the target properties are not specified.","ターゲット プロパティが指定されていないため ""{Id}"" ルールがチェックされませんでした。","Validation\ErrorMessageTemplates\RuleBase",
"MessageTemplateTargetDoesNotSatisfyTargetCriteria","The ""{Id}"" rule was not checked because the target object does not satisfy rule's target criteria.","ターゲット オブジェクトはルールのターゲット基準を満たしていないため ""{Id}"" ルールがチェックされませんでした。","Validation\ErrorMessageTemplates\RuleBase",
"MessageTemplateTargetDoesNotSatisfyCollectionCriteria","The ""{Id}"" rule was not checked because the target is not an element of the ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" collection.","ターゲットは ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" コレクションの要素ではないため ""{Id}"" ルールがチェックされませんでした。","Validation\ErrorMessageTemplates\RuleCollectionProperty",
"MessageTemplateCollectionValidationMessageSuffix","(For the ""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" collection elements).","(""{TargetCollectionOwnerType}.{TargetCollectionPropertyName}"" コレクション要素のため).","Validation\ErrorMessageTemplates\RuleCollectionProperty",
"MessageTemplateCombinationOfPropertiesMustBeUnique","Combination of the following properties must be unique: {FormattedTargetProperties}.","次のプロパティの組み合わせは一意でなければなりません: {FormattedTargetProperties}.","Validation\ErrorMessageTemplates\RuleCombinationOfPropertiesIsUnique",
"MessageTemplateFoundObjects","The following objects are found: ","次のオブジェクトが見つかりました:","Validation\ErrorMessageTemplates\RuleCombinationOfPropertiesIsUnique",
"MessageTemplateMustSatisfyCriteria","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","""{TargetObject}"" オブジェクトは次の基準を満たさなければなりません: ""{Criteria}""","Validation\ErrorMessageTemplates\RuleCriteria",
"MessageTemplateMustBeTrue","""{TargetPropertyName}"" must be set to true.","""{TargetPropertyName}"" は True に設定されていなければなりません。","Validation\ErrorMessageTemplates\RuleFromBoolProperty",
"MessageTemplateMustBeReferenced","The ""{TargetObject}"" object must be referenced.","""{TargetObject}"" オブジェクトを参照しなければなりません。","Validation\ErrorMessageTemplates\RuleIsReferenced",
"MessageTemplateFoundObjects","The following objects are found: ","次のオブジェクトが見つかりました:","Validation\ErrorMessageTemplates\RuleIsReferenced",
"MessageTemplateMustExist","The objects that satisfy the ""{Criteria}"" criteria must exist.","""{Criteria}"" 基準を満たすオブジェクトが存在しなければなりません。","Validation\ErrorMessageTemplates\RuleObjectExists",
"MessageTemplateFoundObjects","The following objects are found: ","次のオブジェクトが見つかりました:","Validation\ErrorMessageTemplates\RuleObjectExists",
"MessageTemplateMustBeInRange","""{TargetPropertyName}"" must be within the ""{MinimumValue}"" and ""{MaximumValue}"" range, boundaries are included.","""{TargetPropertyName}"" は ""{MinimumValue}"" と ""{MaximumValue}"" の境界値を含む範囲内でなければなりません。","Validation\ErrorMessageTemplates\RuleRange",
"MessageTemplateMustMatchPattern","""{TargetPropertyName}"" must match the following pattern: ""{Pattern}"".","""{TargetPropertyName}"" は次のパターンに一致しなければなりません: ""{Pattern}""","Validation\ErrorMessageTemplates\RuleRegularExpression",
"MessageTemplateMustNotBeEmpty","""{TargetPropertyName}"" must not be empty.","""{TargetPropertyName}"" を空にできません。","Validation\ErrorMessageTemplates\RuleRequiredField",
"MessageTemplateFoundObjects","The following objects are found: ","次のオブジェクトが見つかりました:","Validation\ErrorMessageTemplates\RuleSearchObject",
"MessageTemplateMustContain","""{TargetPropertyName}"" must contain ""{OperandValue}"".","""{TargetPropertyName}"" は ""{OperandValue}"" を含む必要があります。","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeginWith","""{TargetPropertyName}"" must begin with ""{OperandValue}"".","""{TargetPropertyName}"" は ""{OperandValue}"" で始まる必要があります。","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustEndWith","""{TargetPropertyName}"" must end with ""{OperandValue}"".","""{TargetPropertyName}"" は ""{OperandValue}"" で終わる必要があります。","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeEqual","""{TargetPropertyName}"" must be equal to ""{OperandValue}"".","""{TargetPropertyName}"" は ""{OperandValue}"" に等しくなければなりません。","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustNotBeEqual","""{TargetPropertyName}"" must not be equal to ""{OperandValue}"".","""{TargetPropertyName}"" と ""{OperandValue}"" を等しくすることはできません。","Validation\ErrorMessageTemplates\RuleStringComparison",
"MessageTemplateMustBeUnique","There is an object with the same value specified for ""{TargetPropertyName}"". ""{TargetPropertyName}"" values must be unique.","""{TargetPropertyName}"" と同じ値を指定しているオブジェクトが存在します。""{TargetPropertyName}"" の値は一意でなければなりません。","Validation\ErrorMessageTemplates\RuleUniqueValue",
"MessageTemplateMustBeEqualToOperand","""{TargetPropertyName}"" must be equal to ""{RightOperand}"".","""{TargetPropertyName}"" は ""{RightOperand}"" に等しくなければなりません。","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeGreaterThanOperand","""{TargetPropertyName}"" must be greater than ""{RightOperand}"".","""{TargetPropertyName}"" は ""{RightOperand}"" より大きくなければなりません。","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeGreaterThanOrEqualToOperand","""{TargetPropertyName}"" must be greater than or equal to ""{RightOperand}"".","""{TargetPropertyName}"" は ""{RightOperand}"" 以上でなければなりません。","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeLessThanOperand","""{TargetPropertyName}"" must be less than ""{RightOperand}"".","""{TargetPropertyName}"" は ""{RightOperand}"" 未満でなければなりません。","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustBeLessThanOrEqualToOperand","""{TargetPropertyName}"" must be less than or equal to ""{RightOperand}"".","""{TargetPropertyName}"" は ""{RightOperand}"" 以上でなければなりません。","Validation\ErrorMessageTemplates\RuleValueComparison",
"MessageTemplateMustNotBeEqualToOperand","""{TargetPropertyName}"" must not be equal to ""{RightOperand}"".","""{TargetPropertyName}"" と ""{RightOperand}"" を等しくすることはできません。","Validation\ErrorMessageTemplates\RuleValueComparison",
"Caption","Rule Details","ルール　詳細","Views\DisplayableValidationResultItem_DetailView\Items\RuleProperties",
"Caption","Displayable Validation Result Item","表示可能な検証結果アイテム","Views\DisplayableValidationResultItem_DetailView\Layout\Main\SimpleEditors\DisplayableValidationResultItem",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleBaseProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleCollectionPropertyProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","ルール　検索オブジェクト　プロパティ","Views\IRuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleCriteriaProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleFromBoolPropertyProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","ルール　検索オブジェクト　プロパティ","Views\IRuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","ルール　検索オブジェクト　プロパティ","Views\IRuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRulePropertyValueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Range Properties","ルール　範囲　プロパティ","Views\IRuleRangeProperties_DetailView\Layout\Main\SimpleEditors\IRuleRangeProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleRangeProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleRegularExpressionProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleRequiredFieldProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Search Object Properties","ルール　検索オブジェクト　プロパティ","Views\IRuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\IRuleSearchObjectProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule String Comparison Properties","ルール　文字列比較　プロパティ","Views\IRuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleStringComparisonProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleSupportsCollectionAggregatesProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","IRule Value Comparison Properties","ルール　値比較　プロパティ","Views\IRuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleValueComparisonProperties",
"Caption","IRule Base Properties","ルール　ベース　プロパティ","Views\IRuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\IRuleBaseProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleBaseProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","ルール　検索オブジェクト　プロパティ","Views\RuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleCombinationOfPropertiesIsUniqueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleCriteriaProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleFromBoolPropertyProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","ルール　検索オブジェクト　プロパティ","Views\RuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleIsReferencedProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","ルール　検索オブジェクト　プロパティ","Views\RuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleObjectExistsProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RulePropertyValueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Range Properties","ルール　範囲　プロパティ","Views\RuleRangeProperties_DetailView\Layout\Main\SimpleEditors\RuleRangeProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleRangeProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleRegularExpressionProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleRequiredFieldProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","ルール　検索オブジェクト　プロパティ","Views\RuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleSearchObjectProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Validation Error","検証エラー","Views\RuleSetValidationResult_ByTarget_Error_DetailView",
"Text","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","データ検証の際に問題が検出されました。問題の詳細と修正方法については、下記情報を参照してください。","Views\RuleSetValidationResult_ByTarget_Error_DetailView\Items\ValidationResultsText",
"Caption","Context","コンテキスト","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ContextCaption",
"Caption","ContextId","ContextId","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ContextId",
"Caption","Description","説明","Views\RuleSetValidationResultItem_ByTarget_ListView\Columns\ErrorMessage",
"Caption","Rule Set Validation Result Item","ルール セット 検証結果アイテム","Views\RuleSetValidationResultItem_DetailView\Layout\Main\SimpleEditors\RuleSetValidationResultItem",
"Caption","Rule Set Validation Result Item","ルール セット 検証結果アイテム","Views\RuleSetValidationResultItemAggregate_DetailView\Layout\Main\SimpleEditors\RuleSetValidationResultItem",
"Caption","Rule String Comparison Properties","ルール　文字列比較　プロパティ","Views\RuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleStringComparisonProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleStringComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Search Object Properties","ルール　検索オブジェクト　プロパティ","Views\RuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\RuleSearchObjectProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleUniqueValueProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Caption","Rule Value Comparison Properties","ルール　値比較　プロパティ","Views\RuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleValueComparisonProperties",
"Caption","Rule Base Properties","ルール ベース プロパティ","Views\RuleValueComparisonProperties_DetailView\Layout\Main\SimpleEditors\RuleBaseProperties",
"Text","Problems were detected during data validation. Please read the information below to understand what the issues are and how you can correct them.","データ検証の際に問題が検出されました。問題の詳細と修正方法については、下記情報を参照してください。","Views\ValidationResults_Error_DetailView\Items\ValidationResultsText",
"Text","No problems were detected.","問題は検出されませんでした。","Views\ValidationResults_Passed_DetailView\Items\ValidationResultsText",
"Value","Validation error","検証エラー","Localization\Messages\ValidationErrorMessage",
"Value","Clear settings","設定のクリア","Localization\ChartModule\ClearSettings",
"Value","Invoke Wizard","ウィザードを起動","Localization\ChartModule\InvokeWizard",
"Caption","Clone...","クローン...","ActionDesign\Actions\CloneObject",
"ToolTip","Clone object","クローン オブジェクト","ActionDesign\Actions\CloneObject",
"Caption","MarkCompleted","MarkCompleted","ActionDesign\Actions\Task.MarkCompleted",
"Caption","Base Audited Object Weak Reference","監査オブジェクトの弱い参照のベース オブジェクト","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference",
"Caption","Display Name","表示名","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\DisplayName",
"Caption","Guid Id","GUID ID","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\GuidId",
"Caption","Int Id","Int ID","BOModel\DevExpress.Persistent.AuditTrail.BaseAuditedObjectWeakReference\OwnMembers\IntId",
"Caption","Address","住所","BOModel\DevExpress.Persistent.BaseImpl.Address",
"Caption","Street","番地","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\Street",
"Caption","City","市","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\City",
"Caption","State Province","都道府県","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\StateProvince",
"Caption","Zip Postal","郵便番号","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\ZipPostal",
"Caption","Country","国","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\Country",
"Caption","Full Address","完全な住所","BOModel\DevExpress.Persistent.BaseImpl.Address\OwnMembers\FullAddress",
"Caption","Analysis","分析","BOModel\DevExpress.Persistent.BaseImpl.Analysis",
"Caption","Name","名前","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Name",
"Caption","Criteria","基準","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Criteria",
"Caption","Self","自己","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\Self",
"Caption","Data Type","データ タイプ","BOModel\DevExpress.Persistent.BaseImpl.Analysis\OwnMembers\DataType",
"Caption","Audit Data Item Persistent","永続監査データ アイテム","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent",
"Caption","User Name","ユーザー名","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\UserName",
"Caption","Modified On","変更日","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\ModifiedOn",
"Caption","Operation Type","操作タイプ","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\OperationType",
"Caption","Description","説明","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\Description",
"Caption","Old Value","古い値","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\OldValue",
"Caption","New Value","新しい値","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\NewValue",
"Caption","Property Name","プロパティ名","BOModel\DevExpress.Persistent.BaseImpl.AuditDataItemPersistent\OwnMembers\PropertyName",
"Caption","Audited Object Weak Reference","監査オブジェクトの弱い参照","BOModel\DevExpress.Persistent.BaseImpl.AuditedObjectWeakReference",
"Caption","Audit Data Items","監査データ アイテム","BOModel\DevExpress.Persistent.BaseImpl.AuditedObjectWeakReference\OwnMembers\AuditDataItems",
"Caption","Base Object","ベース オブジェクト","BOModel\DevExpress.Persistent.BaseImpl.BaseObject",
"Caption","User","ユーザー","BOModel\DevExpress.Persistent.BaseImpl.BasicUser",
"Caption","User Name","ユーザー名","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\UserName",
"Caption","Full Name","氏名","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\FullName",
"Caption","Is Active","有効","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\IsActive",
"Caption","Is Administrator","管理者権限","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\IsAdministrator",
"Caption","Change Password On First Logon","初回ログオン時にパスワードを変更","BOModel\DevExpress.Persistent.BaseImpl.BasicUser\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","Country","国","BOModel\DevExpress.Persistent.BaseImpl.Country",
"Caption","Name","名前","BOModel\DevExpress.Persistent.BaseImpl.Country\OwnMembers\Name",
"Caption","Phone Code","市外局番","BOModel\DevExpress.Persistent.BaseImpl.Country\OwnMembers\PhoneCode",
"Caption","Scheduler Event","スケジューラ イベント","BOModel\DevExpress.Persistent.BaseImpl.Event",
"Caption","Subject","件名","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Subject",
"Caption","Description","説明","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Description",
"Caption","Start Date/Time","開始日付 / 時刻","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\StartOn",
"Caption","End Date/Time","終了日付 / 時刻","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\EndOn",
"Caption","All Day","終日","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\AllDay",
"Caption","Location","場所","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Location",
"Caption","Label","ラベル","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Label",
"Caption","Status","ステータス","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Status",
"Caption","Resources","リソース","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\Resources",
"Caption","Recurrence Info Xml","定期的な予定","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\RecurrenceInfoXml",
"Caption","Recurrence Pattern","定期的なパターン","BOModel\DevExpress.Persistent.BaseImpl.Event\OwnMembers\RecurrencePattern",
"Caption","File Attachment Base","添付ファイル ベース","BOModel\DevExpress.Persistent.BaseImpl.FileAttachmentBase",
"Caption","File","ファイル","BOModel\DevExpress.Persistent.BaseImpl.FileAttachmentBase\OwnMembers\File",
"Caption","File Data","ファイル データ","BOModel\DevExpress.Persistent.BaseImpl.FileData",
"Caption","Size","サイズ","BOModel\DevExpress.Persistent.BaseImpl.FileData\OwnMembers\Size",
"Caption","File Name","ファイル名","BOModel\DevExpress.Persistent.BaseImpl.FileData\OwnMembers\FileName",
"Caption","HCategory","HCategory","BOModel\DevExpress.Persistent.BaseImpl.HCategory",
"Caption","Children","子","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Children",
"Caption","Parent","親","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Parent",
"Caption","Name","名前","BOModel\DevExpress.Persistent.BaseImpl.HCategory\OwnMembers\Name",
"Caption","Note","注釈","BOModel\DevExpress.Persistent.BaseImpl.Note",
"Caption","Author","作成者","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\Author",
"Caption","Date Time","日付 / 時刻","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\DateTime",
"Caption","Text","テキスト","BOModel\DevExpress.Persistent.BaseImpl.Note\OwnMembers\Text",
"Caption","Oid Generator","OID ジェネレーター","BOModel\DevExpress.Persistent.BaseImpl.OidGenerator",
"Caption","Organization","企業・団体","BOModel\DevExpress.Persistent.BaseImpl.Organization",
"Caption","Full Name","氏名","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\FullName",
"Caption","Profile","プロファイル","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Profile",
"Caption","Email","電子メール","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Email",
"Caption","Web Site","Web サイト","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\WebSite",
"Caption","Description","説明","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Description",
"Caption","Name","名前","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Name",
"Caption","Party","当事者","BOModel\DevExpress.Persistent.BaseImpl.Party",
"Caption","Photo","写真","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Photo",
"Caption","Address 1","住所 1","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Address1",
"Caption","Address 2","住所 2","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Address2",
"Caption","Display Name","表示名","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\DisplayName",
"Caption","Phone Numbers","電話番号","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\PhoneNumbers",
"Caption","Persistent Permission","永続アクセス許可","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission",
"Caption","Role","ロール","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission\OwnMembers\Role",
"Caption","Permission","アクセス許可","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission\OwnMembers\Permission",
"Caption","Person","人","BOModel\DevExpress.Persistent.BaseImpl.Person",
"Caption","First Name","名","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\FirstName",
"Caption","Last Name","姓","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\LastName",
"Caption","Middle Name","ミドルネーム","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\MiddleName",
"Caption","Birthday","誕生日","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\Birthday",
"Caption","Full Name","氏名","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\FullName",
"Caption","Email","電子メール","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\Email",
"Caption","Phone Number","電話番号","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber",
"Caption","Number","番号","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\Number",
"Caption","Party","当事者","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\Party",
"Caption","Phone Type","電話タイプ","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\PhoneType",
"Caption","Phone Type","電話タイプ","BOModel\DevExpress.Persistent.BaseImpl.PhoneType",
"Caption","Type Name","タイプ名","BOModel\DevExpress.Persistent.BaseImpl.PhoneType\OwnMembers\TypeName",
"Caption","Property Bag","プロパティ バッグ","BOModel\DevExpress.Persistent.BaseImpl.PropertyBag",
"Caption","Property Bag Descriptor","プロパティ バッグ記述子","BOModel\DevExpress.Persistent.BaseImpl.PropertyBagDescriptor",
"Caption","Property Descriptors","プロパティ記述子","BOModel\DevExpress.Persistent.BaseImpl.PropertyBagDescriptor\OwnMembers\PropertyDescriptors",
"Caption","Property Descriptor","プロパティ記述子","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor",
"Caption","Property Bags","プロパティ バッグ","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\PropertyBags",
"Caption","Code","コード","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Code",
"Caption","Name","名前","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Name",
"Caption","Description","説明","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Description",
"Caption","Type","タイプ","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Type",
"Caption","Value Type","値のタイプ","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\ValueType",
"Caption","Property Value","プロパティ値","BOModel\DevExpress.Persistent.BaseImpl.PropertyValue",
"Caption","Resource","リソース","BOModel\DevExpress.Persistent.BaseImpl.Resource",
"Caption","Caption","キャプション","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Caption",
"Caption","Events","イベント","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Events",
"Caption","Color","色","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Color",
"Caption","Role","ロール","BOModel\DevExpress.Persistent.BaseImpl.Role",
"Caption","Users","ユーザー","BOModel\DevExpress.Persistent.BaseImpl.Role\OwnMembers\Users",
"Caption","Role Base","ロール ベース","BOModel\DevExpress.Persistent.BaseImpl.RoleBase",
